airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
"Private room in Astoria, NY!!",20741468.0,Queens,Astoria,40.75568,-73.91578,Private room,250.0,2.0,123.0,2019.0,166069.0
I LOVE NYC STUDIO .,241985816.0,Queens,Astoria,40.76842,-73.90633000000001,Private room,100.0,1.0,179.0,2019.0,166069.0
Cute room! 15mins to LGA 17mins to Midtown.,137358866.0,Queens,Astoria,40.76399,-73.92581,Private room,37.0,30.0,238.0,2019.0,166069.0
Peaceful Private Space in Astoria,17927023.0,Queens,Astoria,40.76963,-73.93041,Entire home/apt,115.0,2.0,89.0,2019.0,166069.0
Lovely and Bright Astoria apartment,241277495.0,Queens,Astoria,40.75864,-73.92782,Entire home/apt,225.0,5.0,30.0,2019.0,166069.0
LARGE BEDROOM AND PRIVATE BATHROOM ..ASTORIA!,5430458.0,Queens,Astoria,40.76672,-73.92769,Private room,95.0,4.0,93.0,2019.0,166069.0
Cozy private bedroom 15 min from Manhattan,149312408.0,Queens,Astoria,40.76769,-73.92564,Private room,55.0,1.0,319.0,2019.0,166069.0
Modern Two-Bedroom Balcony Apartment,864735.0,Queens,Astoria,40.75665,-73.92015,Entire home/apt,107.0,30.0,268.0,2019.0,166069.0
Studio close to Manhattan,273288629.0,Queens,Astoria,40.767990000000005,-73.91559000000001,Entire home/apt,150.0,2.0,359.0,2019.0,166069.0
Stylish Designer 3 Bedroom Apartment,61084210.0,Queens,Astoria,40.76222,-73.91861,Entire home/apt,360.0,3.0,206.0,2019.0,166069.0
CLOSE TO EVERYWHERE IN NYC 1,158922261.0,Queens,Astoria,40.75523,-73.91297,Private room,59.0,2.0,132.0,2019.0,166069.0
The City Farmhouse APT B **MONTHLY RENTALS**,119441.0,Queens,Astoria,40.75837,-73.91386999999999,Entire home/apt,100.0,30.0,224.0,2019.0,166069.0
Your Perfect Home Away From Home,5577926.0,Queens,Astoria,40.75793,-73.90959000000001,Entire home/apt,58.0,30.0,134.0,2019.0,166069.0
Lovely private room close to Manhattan,11983859.0,Queens,Astoria,40.76315,-73.92617,Private room,65.0,2.0,146.0,2019.0,166069.0
Warm and Cozy Paradise,54807420.0,Queens,Astoria,40.756190000000004,-73.92546,Private room,80.0,60.0,83.0,2019.0,166069.0
"Artsy duplex for 6, close to US Open & Manhattan",227647873.0,Queens,Astoria,40.76167,-73.91346,Entire home/apt,179.0,2.0,116.0,2019.0,166069.0
"PERFECT LOCATION, 15 MINUTES TO MANHATTAN",75981937.0,Queens,Astoria,40.760020000000004,-73.92251999999999,Private room,48.0,1.0,71.0,2019.0,166069.0
Cozy Room 1 Block from the Train,2417692.0,Queens,Astoria,40.75946,-73.91173,Private room,70.0,10.0,250.0,2019.0,166069.0
Modern 2BD in Astoria-10 min to Central Park,11866880.0,Queens,Astoria,40.76358,-73.92399,Entire home/apt,289.0,3.0,253.0,2019.0,166069.0
Bedroom in renovated apartment -Astoria,75563831.0,Queens,Astoria,40.76012,-73.9092,Private room,45.0,10.0,283.0,2019.0,166069.0
Spacious Private Home - 20m to Manhattan,1544804.0,Queens,Astoria,40.76406,-73.90769,Entire home/apt,99.0,1.0,211.0,2019.0,166069.0
Close to everywhere in NY!! Cerca de todo en NY!!,158922261.0,Queens,Astoria,40.757090000000005,-73.9145,Private room,51.0,2.0,151.0,2019.0,166069.0
Beautiful Apartment with Manhattan view.,14249332.0,Queens,Astoria,40.77705,-73.93443,Private room,69.0,1.0,51.0,2019.0,166069.0
Very close to Manhattan! Muy cerca de Manhattan,158922261.0,Queens,Astoria,40.75697,-73.91314,Private room,51.0,2.0,167.0,2019.0,166069.0
Fabulous 3 bedroom apartment 10 Min from Manhattan,266335518.0,Queens,Astoria,40.76444,-73.9157,Entire home/apt,225.0,2.0,270.0,2019.0,166069.0
Fun 3 Bedroom Just Minutes to Manhattan!!,266299609.0,Queens,Astoria,40.758829999999996,-73.9216,Entire home/apt,250.0,2.0,282.0,2019.0,166069.0
"RENTING MY SOFA. ASTORIA ,NY",220634514.0,Queens,Astoria,40.75869,-73.91439,Shared room,45.0,10.0,341.0,2019.0,166069.0
Private Bedroom Minutes to Midtown,30665412.0,Queens,Astoria,40.76384,-73.92023,Private room,100.0,1.0,365.0,2019.0,166069.0
Room in 3 bedroom apt.,10859726.0,Queens,Astoria,40.77093,-73.93290999999999,Private room,47.0,5.0,236.0,2019.0,166069.0
Very cozy room in heart of Astoria,80114315.0,Queens,Astoria,40.75965,-73.91095,Private room,65.0,5.0,68.0,2019.0,166069.0
Inspired by you - Astoria Enclave w/ Large Rooms,79579355.0,Queens,Astoria,40.76985,-73.92481,Entire home/apt,205.0,3.0,324.0,2019.0,166069.0
Amazing Private Bedroom-15min from the Manhattan!,133460613.0,Queens,Astoria,40.76169,-73.90819,Private room,49.0,1.0,359.0,2019.0,166069.0
Private room&bathroom close to train/airport/city,5592622.0,Queens,Astoria,40.75734,-73.91365,Private room,65.0,1.0,149.0,2019.0,166069.0
Modern Private Bedroom-15min from the Manhattan!,133460613.0,Queens,Astoria,40.76193,-73.9074,Private room,74.0,1.0,359.0,2019.0,166069.0
MASTER BEDROOM WITH A LOT OF LIGHT IN ASTORIA,158785491.0,Queens,Astoria,40.76019,-73.90934,Private room,40.0,30.0,170.0,2019.0,166069.0
Comfortable Room in 3BR apartment,10859726.0,Queens,Astoria,40.7701,-73.93219,Private room,58.0,1.0,249.0,2019.0,166069.0
"Cozy and comfortable bedroom in Astoria, Queens",32219638.0,Queens,Astoria,40.7683,-73.9331,Private room,50.0,1.0,175.0,2019.0,166069.0
Spacious room in Astoria,1924750.0,Queens,Astoria,40.76376,-73.91438000000001,Private room,40.0,2.0,179.0,2019.0,166069.0
"Warm, Spacious, Convenient and Cozy",10528897.0,Queens,Astoria,40.76957,-73.91502,Private room,65.0,2.0,302.0,2019.0,166069.0
Gallery,3871108.0,Queens,Astoria,40.755959999999995,-73.91637,Entire home/apt,75.0,20.0,344.0,2019.0,166069.0
Dazzling Large 3 Bedroom Just Minutes To Manhattan,266261548.0,Queens,Astoria,40.75875,-73.92048,Entire home/apt,275.0,2.0,279.0,2019.0,166069.0
Cozy apartment in Astoria / Long Island City,201153591.0,Queens,Astoria,40.76538,-73.92726,Entire home/apt,150.0,2.0,121.0,2019.0,166069.0
Huge 1 BR entire apt,32441059.0,Queens,Astoria,40.768,-73.92429,Entire home/apt,70.0,2.0,159.0,2019.0,166069.0
Cute place,81295676.0,Queens,Astoria,40.764109999999995,-73.92076,Private room,55.0,3.0,43.0,2019.0,166069.0
Chic pied-a-terre w/ terrace -15mins to Manhattan,84515464.0,Queens,Astoria,40.7671,-73.91261,Entire home/apt,150.0,3.0,264.0,2019.0,166069.0
(WOMEN ONLY) Spacious & 10 min from the airport!,33905781.0,Queens,Astoria,40.767559999999996,-73.91798,Private room,45.0,2.0,249.0,2019.0,166069.0
"Large renovated apartment, brand new furniture.",14171579.0,Queens,Astoria,40.76335,-73.92769,Entire home/apt,140.0,3.0,254.0,2019.0,166069.0
Astoria awesome balcony apartment PARKING AVAILABL,3898812.0,Queens,Astoria,40.76295,-73.92652,Entire home/apt,130.0,1.0,301.0,2019.0,166069.0
Spacious private room in the heart of Astoria,10606171.0,Queens,Astoria,40.762570000000004,-73.92161999999999,Private room,90.0,1.0,104.0,2019.0,166069.0
15min to Times Square!!  Lux apartment 3 Bedrooms,243367528.0,Queens,Astoria,40.76636,-73.91366,Entire home/apt,220.0,1.0,308.0,2019.0,166069.0
Spacious standalone room in the heart of Astoria,212776359.0,Queens,Astoria,40.758359999999996,-73.9175,Private room,80.0,2.0,51.0,2019.0,166069.0
Big BR 15 min away from Manhattan,12587147.0,Queens,Astoria,40.75799,-73.92005999999999,Private room,75.0,7.0,193.0,2019.0,166069.0
"Sublet Lovely Room in Astoria, 3-4 months",4044889.0,Queens,Astoria,40.77016,-73.92316,Private room,55.0,80.0,119.0,2019.0,166069.0
Clean and Cute Shared Room in Very Safe Area,5577926.0,Queens,Astoria,40.76777,-73.91109,Shared room,38.0,1.0,55.0,2019.0,166069.0
BIG NEW ROOM,45416627.0,Queens,Astoria,40.769420000000004,-73.92343000000001,Private room,50.0,1.0,341.0,2019.0,166069.0
"Subway 1 min , Manhattan 10 min. Modern & Cozy",253571094.0,Queens,Astoria,40.75809,-73.91271,Private room,50.0,2.0,330.0,2019.0,166069.0
The City Farmhouse APT A **MONTHLY RENTALS**,119441.0,Queens,Astoria,40.75829,-73.91298,Entire home/apt,200.0,7.0,247.0,2019.0,166069.0
Spacious Studio 15 min to Manhattan,69258420.0,Queens,Astoria,40.75953,-73.91181999999999,Entire home/apt,135.0,5.0,363.0,2019.0,166069.0
Lightfull and Quiet apartment 15 min to Manhattan.,69274944.0,Queens,Astoria,40.76421,-73.92138,Entire home/apt,190.0,3.0,53.0,2019.0,166069.0
"Duplex apartment near JFK,  LGA, train & the city",5592622.0,Queens,Astoria,40.75605,-73.91341,Entire home/apt,225.0,1.0,89.0,2019.0,166069.0
Perfect room for road warrior 20mins to Manhattan,7832790.0,Queens,Astoria,40.76269,-73.91232,Private room,90.0,1.0,90.0,2019.0,166069.0
Spacious and Sunny 1BDR Astoria NYC,15055035.0,Queens,Astoria,40.7631,-73.92262,Private room,70.0,3.0,353.0,2019.0,166069.0
"Cozy, Safe & Clean room in Astoria",608396.0,Queens,Astoria,40.76269,-73.90816,Private room,99.0,1.0,322.0,2019.0,166069.0
"Great apartment , Astoria , NYC .",40008714.0,Queens,Astoria,40.76254,-73.91533000000001,Private room,65.0,1.0,328.0,2019.0,166069.0
Luminous room,10577784.0,Queens,Astoria,40.76494,-73.92752,Private room,86.0,4.0,242.0,2019.0,166069.0
15 minutes to Times Square!!!  Red Lux bedroom,243367528.0,Queens,Astoria,40.76575,-73.91366,Private room,80.0,1.0,313.0,2019.0,166069.0
The Little Castle in Astoria,3867848.0,Queens,Astoria,40.76887,-73.91128,Private room,150.0,1.0,165.0,2019.0,166069.0
"Great location, cozy and quiet.",1292205.0,Queens,Astoria,40.76361,-73.91793,Entire home/apt,140.0,5.0,260.0,2019.0,166069.0
Private Room near to Manhattan,29470566.0,Queens,Astoria,40.767990000000005,-73.90995,Private room,65.0,1.0,31.0,2019.0,166069.0
Lovely 1st floor studio,141557712.0,Queens,Astoria,40.76531,-73.92413,Entire home/apt,135.0,2.0,310.0,2019.0,166069.0
15min to Times Square !! Charming Bedroom 03,243367528.0,Queens,Astoria,40.76514,-73.91212,Private room,62.0,1.0,308.0,2019.0,166069.0
Quiet and cute bedroom in a 2 bedroom apartment,60370951.0,Queens,Astoria,40.77677,-73.93521,Private room,100.0,3.0,343.0,2019.0,166069.0
"Entire studio with backyard, Close to subway!!!",10243387.0,Queens,Astoria,40.7582,-73.92811,Entire home/apt,149.0,3.0,291.0,2019.0,166069.0
Adorable room in Astoria - 20 mins to Manhattan!,28290772.0,Queens,Astoria,40.76682,-73.90807,Private room,63.0,2.0,338.0,2019.0,166069.0
Large 1 Bedroom in Astoria/Long Island City!,44838931.0,Queens,Astoria,40.76843,-73.93257,Private room,90.0,3.0,334.0,2019.0,166069.0
Cozy 1 Bedroom with Queen bed,44838931.0,Queens,Astoria,40.76848,-73.93213,Private room,62.0,3.0,154.0,2019.0,166069.0
Cozy Room 4 stops from 5 avenue,2417692.0,Queens,Astoria,40.75748,-73.91221,Private room,100.0,15.0,61.0,2019.0,166069.0
Apto 2 bed $80 night per person,4015459.0,Queens,Astoria,40.76605,-73.92922,Private room,80.0,2.0,364.0,2019.0,166069.0
Large King size bed private entrance 5 mins to NYC,51459559.0,Queens,Astoria,40.75777,-73.91577,Private room,69.0,5.0,208.0,2019.0,166069.0
Quarto privado em AstÃ³ria.,230230484.0,Queens,Astoria,40.76501,-73.92501999999999,Private room,80.0,3.0,365.0,2019.0,166069.0
BEAUTIFUL PRIVATE ROOM,45416627.0,Queens,Astoria,40.76798,-73.92323,Private room,49.0,1.0,322.0,2019.0,166069.0
NICE ROOM IN ASTORIA NEAR MANHATTAN,5369117.0,Queens,Astoria,40.76291,-73.91871,Private room,81.0,2.0,326.0,2019.0,166069.0
Charming Private Astoria Apt. 15 Min To Manhattan!,2370635.0,Queens,Astoria,40.75868,-73.92615,Entire home/apt,122.0,2.0,255.0,2019.0,166069.0
Private Bedroom in Lovely Astoria Home,131530387.0,Queens,Astoria,40.75704,-73.92135,Private room,60.0,1.0,95.0,2019.0,166069.0
BEAUTIFUL AND SPACIOUS APARTMENT 1st FLOOR,5613109.0,Queens,Astoria,40.7581,-73.91975,Entire home/apt,120.0,2.0,115.0,2019.0,166069.0
COMFORT & CONVENIENCE IN THE BEST ASTORIA LOCATION,126538085.0,Queens,Astoria,40.76542,-73.92607,Entire home/apt,140.0,7.0,82.0,2019.0,166069.0
Cozy bedroom minutes to Manhattan,68907781.0,Queens,Astoria,40.768370000000004,-73.92712,Private room,45.0,2.0,31.0,2019.0,166069.0
Sevastis place. Superhost!,28638583.0,Queens,Astoria,40.774440000000006,-73.92923,Entire home/apt,156.0,1.0,67.0,2019.0,166069.0
"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",5354308.0,Queens,Astoria,40.757509999999996,-73.91678,Entire home/apt,85.0,2.0,254.0,2019.0,166069.0
Spacious studio in the heart of downtown Astoria,273570019.0,Queens,Astoria,40.763490000000004,-73.92577,Private room,75.0,1.0,359.0,2019.0,166069.0
One bedroom apartment in the heart of astoria,253745747.0,Queens,Astoria,40.75737,-73.91669,Entire home/apt,85.0,14.0,77.0,2019.0,166069.0
Incredible Location!,3128437.0,Queens,Astoria,40.7576,-73.92134,Private room,60.0,1.0,89.0,2019.0,166069.0
Cozy bedroom in Long Island City,265506523.0,Queens,Astoria,40.756,-73.91589,Private room,80.0,2.0,87.0,2019.0,166069.0
"Nice room in Astoria, Queens, NYC",10859726.0,Queens,Astoria,40.77073,-73.93229000000001,Private room,47.0,5.0,162.0,2019.0,166069.0
Cozy room in Astoria,1924750.0,Queens,Astoria,40.76437,-73.91304000000001,Private room,36.0,2.0,228.0,2019.0,166069.0
NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432.0,Queens,Astoria,40.7653,-73.92661,Private room,69.0,4.0,311.0,2019.0,166069.0
Location Astoria Park ( only female ),3250450.0,Queens,Astoria,40.77182,-73.92867,Private room,38.0,30.0,310.0,2019.0,166069.0
